,Dep Country Name,arr_prov,Total Est. Pax
1760,Kenya,Hubei,236
2161,Mauritania,Beijing,236
1932,Liberia,Shanghai,235
2608,Oman,Sichuan,234
324,Belgium,Henan,234
1160,Georgia,Guizhou,231
972,Estonia,Guangdong,230
1236,Gibraltar,Beijing,230
771,Cuba,Guangdong,230
305,Belarus,Shaanxi,229
809,Czech Republic,Fujian,229
1565,Ireland,Henan,229
2745,Philippines,Ningxia,227
3619,Turkmenistan,Sichuan,227
30,Algeria,Chongqing,227
2725,Peru,Zhejiang,226
1737,Kazakhstan,Qinghai,226
2770,Poland,Hunan,226
162,Austria,Jiangxi,225
3234,Spain,Guizhou,224
1442,India,Guangxi,224
2466,New Zealand,Qinghai,223
2705,Peru,Fujian,223
1262,Greece,Shaanxi,223
1169,Georgia,Liaoning,221
176,Austria,Yunnan,220
3361,Switzerland,Hainan,220
1620,Italy,Hebei,219
1599,Israel,Liaoning,219
2557,Norway,Chongqing,219
2381,Nepal,Gansu,218
1294,Guam,Liaoning,217
3027,Serbia,Jiangsu,217
1773,Kenya,Tianjin,217
2356,Namibia,Fujian,216
1201,Germany,Ningxia,215
2434,Netherlands,Tianjin,215
399,Botswana,Fujian,213
2237,Mongolia,Chongqing,211
2838,Qatar,Jiangsu,211
1557,Ireland,Chongqing,210
1758,Kenya,Heilongjiang,210
1178,Georgia,Tianjin,210
3174,South Africa,Tianjin,208
2800,Portugal,Hubei,207
3450,Tanzania United Republic of,Fujian,207
1026,Ethiopia,Zhejiang,207
3892,Zimbabwe,Zhejiang,206
850,Denmark,Jiangxi,206
912,Egypt,Anhui,206
3756,Uzbekistan,Anhui,204
3034,Serbia,Shaanxi,203
1807,Kyrgyzstan,Fujian,203
2845,Qatar,Shandong,202
2984,Saudi Arabia,Ningxia,202
111,Armenia,Xinjiang,201
3353,Switzerland,Anhui,200
1601,Israel,Shaanxi,199
956,Equatorial Guinea,Sichuan,199
1593,Israel,Henan,198
1412,Hungary,Yunnan,198
1615,Italy,Gansu,198
1444,India,Hainan,198
1575,Ireland,Shandong,198
3330,Sweden,Hainan,198
2796,Portugal,Hainan,196
2401,Nepal,Shanxi,196
3161,South Africa,Hunan,194
3792,Vanuatu,Shanghai,193
2166,Mauritania,Shanghai,193
2012,Macao (sar) China,Ningxia,193
920,Egypt,Hainan,190
1446,India,Heilongjiang,190
2247,Mongolia,Hunan,190
1063,Finland,Hunan,190
3148,South Africa,Anhui,189
827,Czech Republic,Shandong,189
2056,Malawi,Sichuan,188
2379,Nepal,Chongqing,188
1351,Honduras,Shanghai,187
1393,Hungary,Heilongjiang,186
3377,Switzerland,Shanxi,185
2754,Philippines,Xizang,185
1460,India,Shanxi,184
1134,Gabon,Sichuan,184
1139,Gambia,Guangdong,184
3351,Sweden,Yunnan,184
249,Bangladesh,Guangxi,184
843,Denmark,Hainan,184
2883,Romania,Tianjin,184
443,Brunei,Guangdong,184
3764,Uzbekistan,Hainan,184
1290,Guam,Hubei,183
1551,Iraq,Tianjin,183
171,Austria,Shanxi,182
3164,South Africa,Jilin,182
768,Croatia,Zhejiang,181
3369,Switzerland,Jilin,181
3176,South Africa,Yunnan,181
1257,Greece,Jiangxi,181
2875,Romania,Liaoning,181
1309,Guatemala,Shanghai,180
3332,Sweden,Heilongjiang,180
2013,Macao (sar) China,Qinghai,180
2768,Poland,Henan,180
946,El Salvador,Shanghai,179
2208,Mexico,Liaoning,179
2244,Mongolia,Heilongjiang,179
3553,Tunisia,Jiangsu,179
582,Canada,Gansu,179
1724,Kazakhstan,Guizhou,179
258,Bangladesh,Jiangxi,179
3264,Sri Lanka,Guangxi,178
2384,Nepal,Guizhou,178
1521,Iran Islamic Republic of,Shanxi,178
413,Botswana,Sichuan,177
911,Ecuador,Zhejiang,177
1394,Hungary,Henan,177
1059,Finland,Hainan,177
1812,Kyrgyzstan,Hainan,176
3458,Tanzania United Republic of,Jiangsu,176
1609,Israel,Yunnan,176
1806,Kyrgyzstan,Chongqing,175
3771,Uzbekistan,Jiangxi,175
1567,Ireland,Hunan,175
1098,France,Qinghai,174
517,Burundi,Sichuan,173
3867,Zambia,Zhejiang,173
3307,Sudan,Sichuan,173
1515,Iran Islamic Republic of,Neimenggu,172
1,Afghanistan,Guangdong,172
1505,Iran Islamic Republic of,Hainan,172
1150,Gambia,Shanghai,170
2386,Nepal,Hebei,170
3277,Sri Lanka,Ningxia,169
2309,Mozambique,Fujian,169
3616,Turkmenistan,Shandong,168
195,Azerbaijan,Liaoning,168
281,Barbados,Shanghai,168
3565,Turkey,Anhui,168
1746,Kazakhstan,Yunnan,167
1504,Iran Islamic Republic of,Guizhou,167
1821,Kyrgyzstan,Neimenggu,167
441,Brunei,Fujian,167
3533,Trinidad and Tobago,Guangdong,167
2655,Palau,Shanghai,167
2763,Poland,Guangxi,166
752,Croatia,Hainan,166
1106,France,Xizang,166
296,Belarus,Hubei,165
2480,Nicaragua,Shanghai,165
3340,Sweden,Neimenggu,165
2965,Saudi Arabia,Anhui,164
1267,Greece,Tianjin,163
178,Azerbaijan,Anhui,163
3158,South Africa,Heilongjiang,162
1743,Kazakhstan,Tianjin,161
1399,Hungary,Jilin,161
1798,Kuwait,Shandong,161
2637,Pakistan,Shanxi,160
1241,Gibraltar,Shanghai,160
320,Belgium,Guangxi,160
1712,Jordan,Sichuan,160
2773,Poland,Jilin,160
3338,Sweden,Jilin,159
1756,Kenya,Hainan,159
2632,Pakistan,Ningxia,158
2906,Russia,Ningxia,157
1170,Georgia,Neimenggu,157
1849,Laos,Jilin,156
392,Bosnia and Herzegovina,Sichuan,156
3014,Serbia,Anhui,155
3608,Turkmenistan,Jiangsu,154
3267,Sri Lanka,Hebei,154
1988,Luxembourg,Sichuan,154
2681,Papua New Guinea,Beijing,152
373,Bolivia,Guangdong,152
1409,Hungary,Tianjin,152
2246,Mongolia,Hubei,152
577,Cameroon,Zhejiang,152
1162,Georgia,Hebei,151
426,Brazil,Hubei,150
3738,United Kingdom,Qinghai,150
1741,Kazakhstan,Shanxi,150
1808,Kyrgyzstan,Gansu,150
200,Azerbaijan,Shandong,150
2163,Mauritania,Guangdong,149
1638,Italy,Xinjiang,149
3172,South Africa,Shanxi,149
614,Central African Republic,Beijing,148
284,Belarus,Anhui,148
2824,Puerto Rico,Shanghai,148
1288,Guam,Heilongjiang,148
2563,Norway,Hainan,148
3421,Tajikistan,Fujian,148
287,Belarus,Fujian,148
3254,Spain,Xinjiang,147
218,Bahrain,Chongqing,147
765,Croatia,Sichuan,147
157,Austria,Heilongjiang,147
3604,Turkmenistan,Heilongjiang,146
2571,Norway,Liaoning,146
1045,Fiji,Shandong,146
1463,India,Xinjiang,146
1585,Israel,Chongqing,145
1243,Greece,Anhui,145
1759,Kenya,Henan,144
1507,Iran Islamic Republic of,Heilongjiang,143
199,Azerbaijan,Shaanxi,143
3561,Tunisia,Sichuan,143
3322,Sweden,Anhui,142
3363,Switzerland,Heilongjiang,142
3346,Sweden,Shanxi,141
1591,Israel,Hainan,141
3266,Sri Lanka,Hainan,141
2812,Portugal,Shanxi,140
3156,South Africa,Hainan,140
154,Austria,Guangxi,140
3666,Uganda,Hunan,139
2915,Russia,Xizang,139
2115,Maldives,Shanxi,139
189,Azerbaijan,Henan,139
2873,Romania,Jiangsu,138
924,Egypt,Hubei,138
2765,Poland,Hainan,138
395,Bosnia and Herzegovina,Zhejiang,137
1432,Iceland,Sichuan,137
185,Azerbaijan,Guizhou,137
450,Brunei,Hubei,137
3457,Tanzania United Republic of,Hunan,136
406,Botswana,Jiangsu,136
2746,Philippines,Qinghai,135
2212,Mexico,Sichuan,135
1903,Lebanon,Sichuan,135
1043,Fiji,Liaoning,134
1501,Iran Islamic Republic of,Gansu,134
3154,South Africa,Guangxi,134
1694,Jordan,Fujian,134
72,Angola,Zhejiang,133
1540,Iraq,Jiangsu,132
2566,Norway,Henan,132
818,Czech Republic,Hubei,130
3500,Thailand,Xizang,130
2781,Poland,Shanxi,130
823,Czech Republic,Liaoning,130
454,Brunei,Liaoning,129
3329,Sweden,Guizhou,129
1295,Guam,Shaanxi,129
66,Angola,Shaanxi,129
3360,Switzerland,Guizhou,129
3847,Zambia,Fujian,128
2801,Portugal,Hunan,128
2021,Macao (sar) China,Xizang,128
3774,Uzbekistan,Neimenggu,128
2567,Norway,Hubei,127
3435,Tajikistan,Neimenggu,127
1853,Laos,Qinghai,126
1407,Hungary,Shanxi,126
2432,Netherlands,Shanxi,125
2699,Paraguay,Shanghai,125
1748,Kenya,Anhui,125
1391,Hungary,Hainan,124
1255,Greece,Hunan,124
262,Bangladesh,Ningxia,124
2601,Oman,Liaoning,123
967,Eritrea,Zhejiang,123
2444,New Caledonia,Shanghai,123
323,Belgium,Heilongjiang,123
2978,Saudi Arabia,Hunan,123
853,Denmark,Neimenggu,123
1819,Kyrgyzstan,Jilin,122
2405,Nepal,Xizang,121
1726,Kazakhstan,Hebei,121
3598,Turkmenistan,Fujian,120
864,Denmark,Yunnan,120
3780,Uzbekistan,Shanxi,120
1595,Israel,Hunan,119
3611,Turkmenistan,Liaoning,119
1792,Kuwait,Jiangsu,119
2049,Malawi,Hunan,119
747,Croatia,Fujian,119
37,Algeria,Henan,119
1704,Jordan,Jiangsu,118
1971,Luxembourg,Fujian,118
227,Bahrain,Hubei,118
3622,Turkmenistan,Yunnan,118
3580,Turkey,Jiangxi,118
3784,Uzbekistan,Yunnan,117
1840,Laos,Guizhou,117
3786,Vanuatu,Beijing,117
190,Azerbaijan,Hubei,117
485,Bulgaria,Sichuan,116
520,Cabo Berde,Beijing,115
2596,Oman,Hubei,115
3449,Tanzania United Republic of,Chongqing,115
1723,Kazakhstan,Guangxi,115
3881,Zimbabwe,Jiangsu,115
842,Denmark,Guizhou,115
1436,India,Anhui,114
647,Chile,Zhejiang,114
295,Belarus,Henan,114
2242,Mongolia,Guizhou,114
3655,USA,Xizang,113
1525,Iran Islamic Republic of,Yunnan,113
417,Brazil,Chongqing,113
274,Barbados,Beijing,113
665,Colombia,Sichuan,113
148,Austria,Anhui,112
3262,Sri Lanka,Gansu,112
925,Egypt,Hunan,112
2375,Namibia,Zhejiang,112
1848,Laos,Jiangxi,112
845,Denmark,Heilongjiang,111
2322,Mozambique,Zhejiang,111
2397,Nepal,Qinghai,111
1814,Kyrgyzstan,Heilongjiang,111
1754,Kenya,Guangxi,111
310,Belarus,Tianjin,111
785,Curacao,Shanghai,111
1775,Kenya,Yunnan,110
61,Angola,Hubei,110
2098,Maldives,Guizhou,110
219,Bahrain,Fujian,110
1210,Germany,Xizang,110
2091,Maldives,Anhui,110
2975,Saudi Arabia,Heilongjiang,109
3245,Spain,Neimenggu,109
1332,Guinea-Bissau,Beijing,109
3455,Tanzania United Republic of,Henan,109
194,Azerbaijan,Jilin,108
368,Bermuda,Shanghai,108
3760,Uzbekistan,Gansu,108
286,Belarus,Chongqing,108
1269,Greece,Yunnan,108
929,Egypt,Liaoning,108
2971,Saudi Arabia,Guangxi,108
3456,Tanzania United Republic of,Hubei,108
2561,Norway,Guangxi,108
2276,Montenegro,Tianjin,108
3857,Zambia,Jiangsu,107
3292,St Maarten (dutch Part),Shanghai,107
156,Austria,Hainan,107
2803,Portugal,Jiangxi,106
2088,Malaysia,Xizang,106
1693,Jordan,Chongqing,106
329,Belgium,Jilin,106
294,Belarus,Heilongjiang,106
1157,Georgia,Gansu,106
2575,Norway,Shaanxi,105
2842,Qatar,Neimenggu,105
3800,Venezuela,Shanghai,105
1583,Israel,Anhui,104
2412,Netherlands,Gansu,104
112,Armenia,Zhejiang,104
943,El Salvador,Guangdong,103
1180,Georgia,Yunnan,103
2582,Norway,Yunnan,103
1733,Kazakhstan,Jilin,103
1398,Hungary,Jiangxi,103
1251,Greece,Hainan,102
76,"Antigua and Barbuda, Leeward Islands",Shanghai,101
817,Czech Republic,Henan,101
2991,Saudi Arabia,Tianjin,100
2816,Portugal,Yunnan,100
2619,Pakistan,Guangxi,100
782,Curacao,Beijing,100
3591,Turkey,Tianjin,100
214,Bahamas,Shanghai,99
300,Belarus,Jilin,99
196,Azerbaijan,Neimenggu,99
1172,Georgia,Qinghai,99
191,Azerbaijan,Hunan,98
2671,Panama,Jiangsu,98
2722,Peru,Sichuan,98
2290,Morocco,Hubei,98
2928,Rwanda,Hunan,97
1604,Israel,Shanxi,97
2757,Poland,Anhui,97
2767,Poland,Heilongjiang,97
3109,Slovakia,Shanghai,97
3855,Zambia,Hubei,97
180,Azerbaijan,Chongqing,96
802,Cyprus,Tianjin,96
1735,Kazakhstan,Neimenggu,96
746,Croatia,Chongqing,96
116,Aruba,Shanghai,96
292,Belarus,Hainan,95
3289,St Maarten (dutch Part),Beijing,95
235,Bahrain,Shandong,95
2871,Romania,Hubei,95
1258,Greece,Jilin,94
482,Bulgaria,Shandong,94
3321,Suriname,Zhejiang,94
2229,Moldova Republic of,Shandong,94
644,Chile,Sichuan,93
1097,France,Ningxia,93
2862,Romania,Chongqing,93
3041,Serbia,Yunnan,93
430,Brazil,Liaoning,92
3434,Tajikistan,Liaoning,92
2477,Nicaragua,Beijing,92
1389,Hungary,Guangxi,91
31,Algeria,Fujian,91
851,Denmark,Jilin,91
2350,Myanmar,Xinjiang,91
1794,Kuwait,Liaoning,90
2097,Maldives,Guangxi,90
2282,Morocco,Fujian,90
2294,Morocco,Liaoning,90
1581,Ireland,Yunnan,90
2435,Netherlands,Xinjiang,89
1216,Ghana,Fujian,89
345,Belize,Guangdong,89
460,Brunei,Sichuan,89
790,Cyprus,Fujian,89
3129,Slovenia,Sichuan,89
231,Bahrain,Liaoning,89
1546,Iraq,Shaanxi,89
337,Belgium,Shanxi,88
1933,Liberia,Sichuan,88
839,Denmark,Gansu,88
2292,Morocco,Jiangsu,87
1168,Georgia,Jilin,87
979,Estonia,Jiangsu,87
2948,Samoa,Guangdong,87
835,Denmark,Anhui,87
62,Angola,Hunan,87
874,Djibouti,Sichuan,87
1570,Ireland,Jilin,86
250,Bangladesh,Guizhou,86
1561,Ireland,Guangxi,86
288,Belarus,Gansu,86
1829,Kyrgyzstan,Tianjin,86
1030,Faroe Islands,Shanghai,86
186,Azerbaijan,Hainan,86
27,Albania,Zhejiang,85
2540,Northern Mariana Islands,Hebei,85
2981,Saudi Arabia,Jilin,85
1702,Jordan,Hubei,85
2315,Mozambique,Jiangsu,85
2837,Qatar,Hunan,85
1982,Luxembourg,Liaoning,84
1276,"Grenada, Windward Islands",Shanghai,84
2511,Nigeria,Shandong,84
340,Belgium,Xinjiang,84
202,Azerbaijan,Shanxi,83
456,Brunei,Shaanxi,83
3605,Turkmenistan,Henan,83
2505,Nigeria,Jiangsu,83
2278,Montenegro,Zhejiang,83
3437,Tajikistan,Qinghai,83
270,Bangladesh,Xinjiang,83
923,Egypt,Henan,83
1001,Ethiopia,Fujian,82
1019,Ethiopia,Shandong,82
2821,Puerto Rico,Guangdong,82
2841,Qatar,Liaoning,82
2135,Malta,Chongqing,82
3787,Vanuatu,Fujian,82
2878,Romania,Shaanxi,81
1542,Iraq,Liaoning,81
2620,Pakistan,Guizhou,81
1630,Italy,Ningxia,81
1539,Iraq,Hunan,80
1555,Ireland,Anhui,80
831,Czech Republic,Tianjin,80
1517,Iran Islamic Republic of,Qinghai,80
182,Azerbaijan,Gansu,80
3856,Zambia,Hunan,79
3765,Uzbekistan,Hebei,79
438,Brunei,Anhui,79
2818,Puerto Rico,Beijing,79
3068,Sierra Leone,Sichuan,79
73,"Antigua and Barbuda, Leeward Islands",Beijing,79
3610,Turkmenistan,Jilin,79
613,Cayman Islands,Shanghai,78
2772,Poland,Jiangxi,78
3776,Uzbekistan,Qinghai,78
422,Brazil,Guizhou,78
1416,Iceland,Chongqing,77
1337,Guyana,Guangdong,77
3101,Slovakia,Beijing,77
932,Egypt,Shaanxi,77
318,Belgium,Gansu,77
3626,Turks and Caicos Islands,Shanghai,77
510,Burundi,Hunan,77
40,Algeria,Jiangsu,76
1598,Israel,Jilin,76
457,Brunei,Shandong,76
1113,French Guiana,Zhejiang,76
758,Croatia,Jiangsu,76
63,Angola,Jiangsu,76
2677,Panama,Sichuan,76
1387,Hungary,Gansu,75
1831,Kyrgyzstan,Yunnan,75
321,Belgium,Guizhou,75
1161,Georgia,Hainan,75
3231,Spain,Gansu,75
524,Cabo Berde,Shanghai,75
1299,Guam,Tianjin,75
2604,Oman,Shaanxi,75
1176,Georgia,Shanxi,74
1564,Ireland,Heilongjiang,74
1253,Greece,Henan,74
1277,Guadeloupe,Beijing,74
428,Brazil,Jiangsu,74
2799,Portugal,Henan,74
1287,Guam,Hebei,74
113,Aruba,Beijing,74
3659,Uganda,Chongqing,73
3886,Zimbabwe,Shandong,73
711,Cook Islands,Shanghai,73
2598,Oman,Jiangsu,73
2151,Malta,Sichuan,73
459,Brunei,Shanxi,73
3859,Zambia,Liaoning,73
2833,Qatar,Hainan,73
908,Ecuador,Sichuan,73
2228,Moldova Republic of,Liaoning,72
461,Brunei,Tianjin,72
833,Czech Republic,Yunnan,72
1516,Iran Islamic Republic of,Ningxia,72
2786,Poland,Yunnan,72
597,Canada,Ningxia,72
187,Azerbaijan,Hebei,71
2907,Russia,Qinghai,71
1506,Iran Islamic Republic of,Hebei,71
1752,Kenya,Gansu,71
3763,Uzbekistan,Guizhou,71
2587,Oman,Fujian,71
476,Bulgaria,Jiangsu,71
2048,Malawi,Hubei,71
45,Algeria,Shandong,71
3671,Uganda,Shandong,70
206,Azerbaijan,Yunnan,70
2231,Moldova Republic of,Sichuan,70
816,Czech Republic,Heilongjiang,70
198,Azerbaijan,Qinghai,70
762,Croatia,Shandong,70
3023,Serbia,Heilongjiang,68
1383,Hungary,Anhui,68
616,Central African Republic,Guangxi,67
743,Cote D'Ivoire,Zhejiang,67
1708,Jordan,Shaanxi,67
1709,Jordan,Shandong,67
2503,Nigeria,Hubei,67
2213,Mexico,Tianjin,66
2568,Norway,Hunan,66
3518,Tonga,Beijing,66
3380,Switzerland,Xinjiang,66
760,Croatia,Liaoning,66
641,Chile,Shandong,66
3461,Tanzania United Republic of,Liaoning,66
985,Estonia,Sichuan,66
796,Cyprus,Jiangsu,66
3246,Spain,Ningxia,66
1852,Laos,Ningxia,66
3782,Uzbekistan,Tianjin,65
24,Albania,Sichuan,65
2622,Pakistan,Hebei,65
2663,Panama,Fujian,64
453,Brunei,Jilin,64
3147,Somalia,Sichuan,64
3667,Uganda,Jiangsu,64
2529,North Macedonia,Sichuan,64
468,Bulgaria,Fujian,64
3727,United Kingdom,Hebei,63
3145,Somalia,Shandong,63
1423,Iceland,Henan,63
598,Canada,Qinghai,63
1786,Kuwait,Hainan,62
2181,Mauritius,Jiangsu,62
6,Afghanistan,Shanghai,62
208,Bahamas,Beijing,62
2342,Myanmar,Ningxia,61
155,Austria,Guizhou,61
819,Czech Republic,Hunan,61
2100,Maldives,Hebei,61
3420,Tajikistan,Chongqing,61
2426,Netherlands,Neimenggu,61
1980,Luxembourg,Jiangsu,60
814,Czech Republic,Hainan,60
1494,Indonesia,Xizang,60
1811,Kyrgyzstan,Guizhou,60
2836,Qatar,Hubei,60
1455,India,Ningxia,60
115,Aruba,Guangdong,60
618,Central African Republic,Shanghai,60
2008,Macao (sar) China,Jiangxi,60
2314,Mozambique,Hunan,60
1755,Kenya,Guizhou,59
165,Austria,Neimenggu,59
2297,Morocco,Shaanxi,59
333,Belgium,Qinghai,59
2586,Oman,Chongqing,59
3057,Sierra Leone,Fujian,59
2191,Mauritius,Zhejiang,59
880,Dominican Republic,Fujian,59
1392,Hungary,Hebei,59
2552,Northern Mariana Islands,Tianjin,58
411,Botswana,Shandong,58
3126,Slovenia,Shandong,58
1072,Finland,Shanxi,58
3762,Uzbekistan,Guangxi,58
1060,Finland,Heilongjiang,57
3612,Turkmenistan,Neimenggu,57
2597,Oman,Hunan,57
877,Dominica,Shanghai,57
2205,Mexico,Jiangsu,57
822,Czech Republic,Jilin,57
379,"Bonaire, Saint Eustatius and Saba",Shanghai,57
67,Angola,Shandong,57
1304,Guatemala,Guangdong,56
727,Cote D'Ivoire,Fujian,56
799,Cyprus,Shandong,56
1544,Iraq,Ningxia,56
1191,Germany,Hebei,56
1530,Iraq,Fujian,56
3883,Zimbabwe,Liaoning,56
990,Eswatini,Guangdong,56
1797,Kuwait,Shaanxi,56
2172,Mauritius,Fujian,56
88,Argentina,Shaanxi,55
1252,Greece,Heilongjiang,55
2355,Namibia,Chongqing,55
2365,Namibia,Jiangsu,55
2234,Moldova Republic of,Zhejiang,55
3589,Turkey,Shanxi,55
238,Bahrain,Sichuan,55
241,Bahrain,Yunnan,55
879,Dominican Republic,Chongqing,55
1771,Kenya,Shanxi,55
3028,Serbia,Jiangxi,54
2203,Mexico,Hubei,54
2232,Moldova Republic of,Tianjin,54
1789,Kuwait,Henan,54
2504,Nigeria,Hunan,54
2827,Qatar,Anhui,54
3290,St Maarten (dutch Part),Guangdong,54
939,Egypt,Yunnan,54
2962,Samoa,Zhejiang,54
1333,Guinea-Bissau,Guangdong,54
2395,Nepal,Neimenggu,54
1910,Lesotho,Fujian,54
921,Egypt,Hebei,53
3247,Spain,Qinghai,53
2553,Northern Mariana Islands,Yunnan,53
3871,Zimbabwe,Fujian,53
2313,Mozambique,Hubei,53
3379,Switzerland,Tianjin,53
2814,Portugal,Tianjin,53
2698,Paraguay,Guangdong,53
404,Botswana,Hubei,53
2853,Reunion,Beijing,52
2510,Nigeria,Shaanxi,52
2154,Malta,Zhejiang,52
692,Congo Democratic Republic of,Fujian,52
1346,Honduras,Beijing,51
3384,Syrian Arab Republic,Beijing,51
1536,Iraq,Heilongjiang,51
3607,Turkmenistan,Hunan,51
2195,Mexico,Chongqing,51
173,Austria,Tianjin,51
2866,Romania,Guangxi,51
1076,Finland,Yunnan,51
2761,Poland,Gansu,51
666,Colombia,Xizang,50
89,Argentina,Shandong,50
1531,Iraq,Gansu,50
3121,Slovenia,Jiangsu,50
2338,Myanmar,Jiangxi,50
2417,Netherlands,Hebei,50
1229,Ghana,Shandong,50
1293,Guam,Jilin,50
3463,Tanzania United Republic of,Shaanxi,50
2260,Mongolia,Xinjiang,49
3357,Switzerland,Gansu,49
3846,Zambia,Chongqing,49
789,Cyprus,Chongqing,49
3595,Turkmenistan,Anhui,49
2185,Mauritius,Shandong,49
3602,Turkmenistan,Guizhou,49
1589,Israel,Guangxi,49
798,Cyprus,Liaoning,48
1087,France,Hebei,48
697,Congo Democratic Republic of,Hubei,48
3854,Zambia,Henan,48
2306,Mozambique,Anhui,48
2257,Mongolia,Shanxi,48
1900,Lebanon,Shandong,48
1804,Kyrgyzstan,Anhui,48
1523,Iran Islamic Republic of,Tianjin,48
3885,Zimbabwe,Shaanxi,48
2250,Mongolia,Jilin,48
110,Armenia,Sichuan,48
3597,Turkmenistan,Chongqing,47
3349,Sweden,Xinjiang,47
2927,Rwanda,Hubei,47
3879,Zimbabwe,Hubei,47
3294,St Vincent and the Grenadines,Shanghai,47
3436,Tajikistan,Ningxia,47
2536,Northern Mariana Islands,Fujian,47
0,Afghanistan,Beijing,47
96,Argentina,Zhejiang,47
1587,Israel,Gansu,47
1897,Lebanon,Liaoning,47
2192,Mayotte,Guangdong,47
2118,Maldives,Xinjiang,46
3022,Serbia,Hainan,46
1553,Iraq,Yunnan,46
1430,Iceland,Shandong,46
2494,Nigeria,Fujian,46
1914,Lesotho,Jiangsu,46
2588,Oman,Gansu,46
1315,Guinea,Fujian,46
2652,Palau,Liaoning,46
698,Congo Democratic Republic of,Hunan,46
3880,Zimbabwe,Hunan,46
995,Eswatini,Shanghai,46
1226,Ghana,Jiangsu,46
1292,Guam,Jiangsu,45
1706,Jordan,Liaoning,45
3113,Slovenia,Chongqing,45
1250,Greece,Guizhou,45
783,Curacao,Fujian,45
467,Bulgaria,Chongqing,45
1049,Fiji,Yunnan,45
3606,Turkmenistan,Hubei,45
3664,Uganda,Henan,45
1860,Laos,Xinjiang,45
2508,Nigeria,Liaoning,45
1904,Lebanon,Tianjin,45
1991,Luxembourg,Yunnan,44
311,Belarus,Xinjiang,44
1788,Kuwait,Heilongjiang,44
2396,Nepal,Ningxia,44
2111,Maldives,Qinghai,44
3618,Turkmenistan,Shanxi,44
937,Egypt,Tianjin,44
86,Argentina,Jiangsu,44
312,Belarus,Yunnan,43
3422,Tajikistan,Gansu,43
668,Colombia,Zhejiang,43
683,Congo,Hunan,43
2059,Malawi,Zhejiang,43
2570,Norway,Jilin,43
677,Comoros,Sichuan,43
1878,Latvia,Shandong,43
362,Benin,Sichuan,43
431,Brazil,Shaanxi,43
2369,Namibia,Shaanxi,43
2680,Panama,Zhejiang,43
1757,Kenya,Hebei,43
3064,Sierra Leone,Hunan,43
2392,Nepal,Jiangxi,43
230,Bahrain,Jilin,42
3775,Uzbekistan,Ningxia,42
376,"Bonaire, Saint Eustatius and Saba",Beijing,42
1426,Iceland,Jiangsu,42
1512,Iran Islamic Republic of,Jiangxi,42
1984,Luxembourg,Shaanxi,42
471,Bulgaria,Hainan,42
1781,Kuwait,Fujian,42
658,Colombia,Hunan,42
1880,Latvia,Sichuan,42
1569,Ireland,Jiangxi,42
2530,North Macedonia,Tianjin,42
3144,Somalia,Jiangsu,42
1238,Gibraltar,Guangdong,41
3140,Somalia,Chongqing,41
1435,Iceland,Zhejiang,41
2989,Saudi Arabia,Shanxi,41
495,Burkina Faso,Hubei,41
2684,Papua New Guinea,Guangdong,41
1301,Guam,Zhejiang,41
1865,Latvia,Fujian,41
291,Belarus,Guizhou,41
2367,Namibia,Liaoning,41
1985,Luxembourg,Shandong,41
1440,India,Gansu,41
452,Brunei,Jiangsu,41
410,Botswana,Shaanxi,41
1949,Lithuania,Fujian,41
1348,Honduras,Guangdong,41
486,Bulgaria,Tianjin,41
2874,Romania,Jilin,41
738,Cote D'Ivoire,Shaanxi,40
1159,Georgia,Guangxi,40
3878,Zimbabwe,Henan,40
3746,United Kingdom,Xizang,40
3433,Tajikistan,Jilin,40
801,Cyprus,Sichuan,40
3133,Slovenia,Zhejiang,40
953,Equatorial Guinea,Jilin,40
2204,Mexico,Hunan,40
919,Egypt,Guizhou,40
1978,Luxembourg,Hubei,40
2298,Morocco,Shandong,40
1592,Israel,Heilongjiang,40
1390,Hungary,Guizhou,40
2980,Saudi Arabia,Jiangxi,40
2835,Qatar,Henan,39
2110,Maldives,Ningxia,39
1261,Greece,Ningxia,39
479,Bulgaria,Liaoning,39
1906,Lebanon,Yunnan,39
2281,Morocco,Chongqing,39
2654,Palau,Shandong,39
2209,Mexico,Shaanxi,39
1893,Lebanon,Hubei,39
2404,Nepal,Xinjiang,39
3155,South Africa,Guizhou,39
3157,South Africa,Hebei,39
906,Ecuador,Shandong,39
1552,Iraq,Xinjiang,39
2944,Samoa,Beijing,39
974,Estonia,Hainan,39
2183,Mauritius,Liaoning,39
1132,Gabon,Shandong,39
2178,Mauritius,Henan,39
2270,Montenegro,Jiangsu,38
1280,Guadeloupe,Shanghai,38
3443,Tajikistan,Tianjin,38
448,Brunei,Heilongjiang,38
3843,Yemen,Zhejiang,38
587,Canada,Hebei,38
901,Ecuador,Hubei,38
2669,Panama,Hubei,38
3861,Zambia,Shaanxi,38
3569,Turkey,Gansu,38
2804,Portugal,Jilin,38
425,Brazil,Henan,38
226,Bahrain,Henan,38
2427,Netherlands,Ningxia,38
2610,Oman,Xinjiang,38
1323,Guinea,Jiangsu,38
1227,Ghana,Liaoning,37
1235,Ghana,Zhejiang,37
216,Bahrain,Anhui,37
2099,Maldives,Hainan,37
3011,Senegal,Tianjin,37
1887,Lebanon,Fujian,37
870,Djibouti,Hubei,37
3665,Uganda,Hubei,37
388,Bosnia and Herzegovina,Jiangsu,37
928,Egypt,Jilin,37
891,Dominican Republic,Zhejiang,37
